File,Del_ID,Wait_Start,Result_Time,Time_Diff_Seconds,Result
CHARNE_INV.log,720333008,25-Nov-25 20:14:42,25-Nov-25 20:14:42,0.0,LOCK SUCCESS
CHARNE_INV.log,720333003,25-Nov-25 20:15:06,25-Nov-25 20:15:06,0.0,LOCK SUCCESS
CHARNE_INV.log,720337538,25-Nov-25 20:16:28,25-Nov-25 20:16:28,0.0,LOCK SUCCESS
CHARNE_INV.log,720337540,25-Nov-25 20:16:28,25-Nov-25 20:16:28,0.0,LOCK SUCCESS
CHARNE_INV.log,720337539,25-Nov-25 20:16:28,25-Nov-25 20:16:28,0.0,LOCK SUCCESS
CHARNE_INV.log,720333031,25-Nov-25 20:16:29,25-Nov-25 20:16:29,0.0,LOCK SUCCESS
CHARNE_INV.log,720336616,25-Nov-25 20:18:49,25-Nov-25 20:18:49,0.0,LOCK SUCCESS
CHARNE_INV.log,720336611,25-Nov-25 20:18:49,25-Nov-25 20:18:49,0.0,LOCK SUCCESS
CHARNE_INV.log,720335534,25-Nov-25 20:20:26,25-Nov-25 20:20:27,1.0,LOCK SUCCESS
CHARNE_INV.log,720332990,25-Nov-25 20:20:27,25-Nov-25 20:20:27,0.0,LOCK SUCCESS
CHARNE_INV.log,720332988,25-Nov-25 20:20:27,25-Nov-25 20:20:27,0.0,LOCK SUCCESS
CHARNE_INV.log,720332991,25-Nov-25 20:23:35,25-Nov-25 20:23:35,0.0,LOCK SUCCESS
CHARNE_INV.log,720332989,25-Nov-25 20:23:35,25-Nov-25 20:23:35,0.0,LOCK SUCCESS
CHARNE_INV.log,720345004,25-Nov-25 20:31:26,25-Nov-25 20:31:26,0.0,LOCK SUCCESS
CHARNE_INV.log,720345002,25-Nov-25 20:31:27,25-Nov-25 20:31:27,0.0,LOCK SUCCESS
CHARNE_INV.log,720345003,25-Nov-25 20:31:27,25-Nov-25 20:31:27,0.0,LOCK SUCCESS
CHARNE_INV.log,720345006,25-Nov-25 20:31:27,25-Nov-25 20:31:27,0.0,LOCK SUCCESS
